序号,学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
2563,3256,南京农业大学(一流学科建设高校),5,人文地理与城乡规划,6,641,13426
2564,3256,南京农业大学(一流学科建设高校),6,种子科学与工程,3,633,18380
2565,3256,南京农业大学(一流学科建设高校),7,风景园林,4,642,12751
2566,3256,南京农业大学(一流学科建设高校),8,应用化学,5,631,19879
2567,3256,南京农业大学(一流学科建设高校),9,信息与计算科学,4,633,18574
2568,3256,南京农业大学(一流学科建设高校),10,机械类,10,627,22540
2569,3256,南京农业大学(一流学科建设高校),11,计算机科学与技术,4,635,16907
2570,3256,南京农业大学(一流学科建设高校),12,数据科学与大数据技术,2,637,15707
2571,3256,南京农业大学(一流学科建设高校),13,交通运输,2,626,23024
2572,3256,南京农业大学(一流学科建设高校),14,植物保护,4,633,18460
2573,3256,南京农业大学(一流学科建设高校),15,工程管理,3,628,21844
2574,3256,南京农业大学(一流学科建设高校),16,环境科学与工程类,10,631,19471
2575,3256,南京农业大学(一流学科建设高校),17,统计学,2,641,13401
2576,3256,南京农业大学(一流学科建设高校),18,生物科学(生物学基地班),4,637,15736
2577,3256,南京农业大学(一流学科建设高校),19,生物科学类,8,634,17737
2578,3256,南京农业大学(一流学科建设高校),20,动物生产类,2,605,41574
2579,3256,南京农业大学(一流学科建设高校),21,植物生产类,12,633,18269
2580,3256,南京农业大学(一流学科建设高校),22,食品科学与工程类,9,636,16556
2581,3256,南京农业大学(一流学科建设高校),23,生物技术(生命科学与技术基地班),4,634,17493
2582,3256,南京农业大学(一流学科建设高校),24,动物医学类,4,634,17442
2583,3256,南京农业大学(一流学科建设高校),25,国际经济与贸易,4,643,12540
2584,3256,南京农业大学(一流学科建设高校),26,金融学,4,644,11473
2585,3256,南京农业大学(一流学科建设高校),27,工商管理类,6,642,12966
2586,3256,南京农业大学(一流学科建设高校),28,社会学类,8,642,12872
2587,3256,南京农业大学(一流学科建设高校),29,英语,5,643,12254
2588,3256,南京农业大学(一流学科建设高校),30,日语,2,642,13076
2589,3256,南京农业大学(一流学科建设高校),31,公共管理类,12,643,12494
2590,3256,南京农业大学(一流学科建设高校),32,农林经济管理,2,647,10059
2591,3256,南京农业大学(一流学科建设高校),33,人工智能,2,636,16132
2592,3256,南京农业大学(一流学科建设高校),34,信息管理与信息系统,5,632,18769
2593,3257,南京审计大学,1,金融工程(中外合作办学),6,611,35644
2594,3257,南京审计大学,2,审计学(中外合作办学),2,642,12760
2595,3257,南京审计大学,3,信息管理与信息系统(中外合作办学),4,594,0
2596,3257,南京审计大学,4,工程管理(中外合作办学),3,608,39027
2597,3257,南京审计大学,5,人力资源管理,2,634,17699
2598,3257,南京审计大学,6,财务管理,2,640,14214
2599,3257,南京审计大学,7,计算机科学与技术,2,628,21705
2600,3257,南京审计大学,8,审计学,4,647,10275
2601,3257,南京审计大学,9,工商管理,3,635,16848
2602,3257,南京审计大学,10,会计学,3,643,12015
2603,3257,南京审计大学,11,贸易经济,3,636,16533
2604,3257,南京审计大学,12,信息管理与信息系统,2,624,24577
2605,3257,南京审计大学,13,政治学、经济学与哲学,2,638,14881
2606,3257,南京审计大学,14,金融学,4,641,13669
2607,3257,南京审计大学,15,金融数学,3,639,14517
2608,3257,南京审计大学,16,物流管理,5,611,36364
2609,3259,南京师范大学(一流学科建设高校),1,公共管理类,3,652,8102
2610,3259,南京师范大学(一流学科建设高校),2,古典文献学,2,652,8055
2611,3259,南京师范大学(一流学科建设高校),3,教育学(师范),2,657,6045
2612,3259,南京师范大学(一流学科建设高校),4,历史学类,3,658,5951
2613,3259,南京师范大学(一流学科建设高校),5,学前教育(师范),3,650,8711
2614,3259,南京师范大学(一流学科建设高校),6,外国语言文学类(双外语),3,659,5618
2615,3259,南京师范大学(一流学科建设高校),7,小学教育(师范),3,655,6645
2616,3259,南京师范大学(一流学科建设高校),8,应用心理学,3,654,7024
2617,3259,南京师范大学(一流学科建设高校),9,物理学(师范、非师范),4,649,9511
2618,3259,南京师范大学(一流学科建设高校),10,数学类,3,654,7110
2619,3259,南京师范大学(一流学科建设高校),11,新闻传播学类,3,656,6351
2620,3259,南京师范大学(一流学科建设高校),12,食品科学与工程,4,642,13127
2621,3259,南京师范大学(一流学科建设高校),13,生物科学类,5,653,7742
2622,3259,南京师范大学(一流学科建设高校),14,人工智能,3,640,14078
2623,3259,南京师范大学(一流学科建设高校),15,教育技术学(师范),2,649,9421
2624,3259,南京师范大学(一流学科建设高校),16,计算机科学与技术,3,644,11894
2625,3259,南京师范大学(一流学科建设高校),17,环境科学与工程类,4,641,13551
2626,3259,南京师范大学(一流学科建设高校),18,中国语言文学类,6,659,5340
2627,3259,南京师范大学(一流学科建设高校),19,化学类,8,650,8725
2628,3259,南京师范大学(一流学科建设高校),20,海洋资源与环境,6,632,18709
2629,3259,南京师范大学(一流学科建设高校),21,电气工程及其自动化,3,637,15567
2630,3259,南京师范大学(一流学科建设高校),22,地理科学类,5,656,6301
2631,3259,南京师范大学(一流学科建设高校),23,国际经济与贸易,3,650,8931
2632,3263,南京特殊教育师范学院,4,特殊教育(师范),3,594,0
2633,3266,南京晓庄学院,1,外国语言文学类,10,594,0
2634,3267,南京信息工程大学(一流学科建设高校),1,数据科学与大数据技术(中外合作办学),2,611,35747
2635,3267,南京信息工程大学(一流学科建设高校),2,国际经济与贸易(中外合作办学),4,615,32811
2636,3267,南京信息工程大学(一流学科建设高校),3,地理信息科学(中外合作办学),2,614,32972
2637,3267,南京信息工程大学(一流学科建设高校),4,数学与应用数学(中外合作办学),4,601,45997
2638,3267,南京信息工程大学(一流学科建设高校),5,大气科学(中外合作办学),2,622,26610
2639,3267,南京信息工程大学(一流学科建设高校),6,环境工程(中外合作办学),2,604,42677
2640,3267,南京信息工程大学(一流学科建设高校),7,应用化学(中外合作办学),2,599,47965
2641,3267,南京信息工程大学(一流学科建设高校),8,信息与计算科学,2,625,23610
2642,3267,南京信息工程大学(一流学科建设高校),9,应用统计学,3,619,28609
2643,3267,南京信息工程大学(一流学科建设高校),10,软件工程(中外合作办学),3,614,33300
2644,3267,南京信息工程大学(一流学科建设高校),11,大气科学类,28,623,25408
2645,3267,南京信息工程大学(一流学科建设高校),12,应用气象学,3,621,27103
2646,3267,南京信息工程大学(一流学科建设高校),13,安全工程,2,618,29970
2647,3267,南京信息工程大学(一流学科建设高校),14,自然地理与资源环境,2,622,26498
2648,3267,南京信息工程大学(一流学科建设高校),15,地理信息科学,4,624,24593
2649,3267,南京信息工程大学(一流学科建设高校),16,海洋科学,4,612,34900
2650,3267,南京信息工程大学(一流学科建设高校),17,海洋技术,3,610,36593
2651,3267,南京信息工程大学(一流学科建设高校),18,计算机类,7,629,21183
2652,3267,南京信息工程大学(一流学科建设高校),19,电子信息类,6,623,25617
2653,3267,南京信息工程大学(一流学科建设高校),20,测控技术与仪器,3,612,35438
2654,3267,南京信息工程大学(一流学科建设高校),21,电气工程及其自动化,4,618,29489
2655,3267,南京信息工程大学(一流学科建设高校),22,数学与应用数学,2,631,19409
2656,3267,南京信息工程大学(一流学科建设高校),23,物理学,3,615,32532
2657,3267,南京信息工程大学(一流学科建设高校),24,光电信息科学与工程,6,617,30929
2658,3267,南京信息工程大学(一流学科建设高校),25,英语,2,626,22995
2659,3267,南京信息工程大学(一流学科建设高校),26,日语,2,620,28346
2660,3267,南京信息工程大学(一流学科建设高校),27,法学,2,633,18573
2661,3267,南京信息工程大学(一流学科建设高校),28,汉语国际教育,3,619,28953
2662,3267,南京信息工程大学(一流学科建设高校),29,工商管理类,4,620,28208
2663,3267,南京信息工程大学(一流学科建设高校),30,金融工程,2,626,23448
2664,3267,南京信息工程大学(一流学科建设高校),31,国际经济与贸易,4,624,24766
2665,3267,南京信息工程大学(一流学科建设高校),32,信息管理与信息系统,4,618,29731
2666,3267,南京信息工程大学(一流学科建设高校),33,应用化学,3,614,33656
2667,3267,南京信息工程大学(一流学科建设高校),34,行政管理,2,614,33478
2668,3270,南京医科大学,1,护理学,4,608,38434
2669,3270,南京医科大学,2,药学,2,636,16395
2670,3270,南京医科大学,3,康复治疗学,2,623,25622
2671,3270,南京医科大学,4,应用统计学(生物统计学),2,627,22674
2672,3270,南京医科大学,5,卫生检验与检疫,2,623,25285
2673,3270,南京医科大学,6,预防医学,3,646,10794
2674,3270,南京医科大学,7,口腔医学,4,656,6469
2675,3270,南京医科大学,8,儿科学,2,649,9289
2676,3270,南京医科大学,9,医学影像学,2,647,10089
2677,3270,南京医科大学,10,医学检验技术,2,634,17465
2678,3270,南京医科大学,11,临床药学,4,636,16403
2679,3270,南京医科大学,12,法医学,2,636,16086
2680,3270,南京医科大学,13,口腔医学(5+3一体化),2,664,3904
2681,3270,南京医科大学,14,临床医学,4,655,6734
2682,3270,南京医科大学,15,临床医学(5+3一体化，儿科学),2,659,5324
2683,3270,南京医科大学,16,临床医学(5+3一体化),4,660,5084
2684,3272,南京艺术学院,1,艺术设计学,3,600,47216
2685,3272,南京艺术学院,2,文化产业管理,3,594,0
2686,3273,南京邮电大学(一流学科建设高校),1,信息安全,6,635,16824
2687,3273,南京邮电大学(一流学科建设高校),2,物联网工程,3,634,17763
2688,3273,南京邮电大学(一流学科建设高校),3,自动化类,7,630,20308
2689,3273,南京邮电大学(一流学科建设高校),4,工商管理类,2,636,16124
2690,3273,南京邮电大学(一流学科建设高校),5,电磁场与无线技术,2,627,22491
2691,3273,南京邮电大学(一流学科建设高校),6,电气类(电气自动化与智能电网),7,631,19739
2692,3273,南京邮电大学(一流学科建设高校),7,电子科学与技术,3,636,16090
2693,3273,南京邮电大学(一流学科建设高校),8,软件工程,6,635,17078
2694,3273,南京邮电大学(一流学科建设高校),9,软件工程(嵌入式培养),2,636,16247
2695,3273,南京邮电大学(一流学科建设高校),10,通信工程,8,637,15961
2696,3273,南京邮电大学(一流学科建设高校),11,微电子科学与工程,7,631,19369
2697,3273,南京邮电大学(一流学科建设高校),12,网络工程,4,634,17874
2698,3273,南京邮电大学(一流学科建设高校),13,光电信息科学与工程,8,628,21757
2699,3273,南京邮电大学(一流学科建设高校),14,计算机科学与技术,4,637,15794
2700,3273,南京邮电大学(一流学科建设高校),15,广播电视工程,2,626,22934
2701,3273,南京邮电大学(一流学科建设高校),16,电子信息工程,5,634,17816
2702,3273,南京邮电大学(一流学科建设高校),17,经济学类(金融与经济),9,637,15556
2703,3273,南京邮电大学(一流学科建设高校),18,外国语言文学类,7,634,17690
2704,3275,南京中医药大学(一流学科建设高校),1,信息管理与信息系统,5,594,0
2705,3275,南京中医药大学(一流学科建设高校),2,计算机类,8,595,51779
